Name,h2,h3,h4,h5,h6,url
"Debashis,Contact & Links,Meet some of our PhD students,Contact & Links","Imperial,Alert,Main Navigation,Department of Mechanical Engineering,Debashis is in the third year of his PhD and is part of the,Tribology Group,.,Study,Useful Links,College Information,Imperial,Alert,Main Navigation,Department of Mechanical Engineering,Current PhD students,Alumni,Study,Meet our alumni,Contact us,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,When did you decide to do a PhD and why?,What is your PhD research about?,Can you describe your experiences studying a PhD here?,Have you participated in the activities offered by the Graduate School for PhD students?,What has been the highlight of your time at Imperial so far?,How do you spend your free time when you are not doing your PhD?,Do you have any thoughts about where you might like to go in the future?,What advice would you offer to students considering applying for a PhD at Imperial?,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Aakeen,Alison,Rikeen,Thomas,Tom,Dr Armel de Montgros,Professor Bruce Drinkwater,Dr Chris Guyott,Dr Dan Plant,Dr Maggie Aderin-Pocock,Dr Marco Morbidini,Dr Peter Collins,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information",No data,No data,No data,", http://www.imperial.ac.uk/mechanical-engineering/study/phd/current-phd-students/debashis/, http://www.imperial.ac.uk/mechanical-engineering/study/phd/current-phd-students/"
"Object Moved,Esmita Charani,,,@,,,,Esmita Charani,,,,@,,,@,@,Chukwuemeka Afigbo,@,Esmita Charani,@,Esmita Charani,@,ARC@Imperial,@,Esmita Charani,@,Dr Graham Mackenzie,@,Esmita Charani,@,Esmita Charani,@,Esmita Charani,@,Esmita Charani,@,Masih Alinejad,@,Esmita Charani,@,Esmita Charani,@,Esmita Charani,@,BSAC,@,JAC-AMR,@,Esmita Charani,@,Ijeoma Uchegbu,@,Marc Mendelson,@,Timothy Jinks,@,HPRU AMR,@,Anita Williams,@,,",",,@,e_charani,,,Tweets,You blocked,@,e_charani,Loading seems to be taking a while.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.","Saved searches,Esmita Charani followed,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment",No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=33, http://www.imperial.ac.uk/arc/research-areas/behavioural-and-social-science/esmita-charani/, http://imperial.academia.edu/EsmitaCharani, https://twitter.com/e_charani"
"Object Moved,,,301 Moved Permanently","Summary,Medicines today,(1) TLR4 antagonist for infection,(2) Interferon immuno-therapy,(3) PEGylating THERApeutic proteins,(4) Blocking HIV-1 entry,(5) Monitoring HIV-1 replication,Publications","Contact,Location,Summary,Journals,Conference,Affiliations,Links",No data,No data,No data,", http://www.bloomberg.com/research/stocks/people/person.asp?personId=35385317&privcapId=27176945, http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=168, http://www.imperial.ac.uk/people/s.shaunak, http://www.imperialinnovations.co.uk/technology-transfer/how-we-help/case-studies/professor-sunil-shaunak/, https://www.london-nano.com/our-people/%5Bfield_people_section-raw%5D/sunil-shaunak"
"Emeritus, honorary and visiting staff,Contact & Links,,,Sarada K. Sarma,,,,,","Imperial,Alert,Main Navigation,Department of Civil and Environmental Engineering,Emeritus, SRI's, Honorary and Visiting staff,People,Section Information,Useful Links,College Information,Summary,Publications,Contents,Curriculum,[,edit,],Scientific work,[,edit,],See also,[,edit,],References,[,edit,],External links,[,edit,],Navigation menu","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Environmental and Water Resources Engineering (EWRE) Emeritus, Senior Research Investigators, Visitors,Cedo Maksimovic,Professor Howard Wheater,Visiting and honorary staff,Fluid mechanics Emeritus, Senior Research Investigators, Visitors and Honorary staff,Professor Rod Sobey,Visiting and honorary staff,Geotechnics Emeritus, Senior Research Investigators, Visitors and Honorary staff,Professor Julian Bommer,Professor John Burland,Professor Dick Chandler,Dr Mike de Freitas,Dr Sarada Sarma,Visiting and honorary staff,Structures Emeritus, Senior Research Investigators, Visitors and Honorary staff,Professor Patrick Dowling,Professor Roger Hobbs,Professor David Lloyd-Smith,Professor David Nethercot,Visiting and honorary staff,Systems Emeritus, Senior Research Investigators, Visitors,David Fisk,Transport Emeritus, Senior Research Investigators, Visitors,Professor Andrew Evans,Neil Hoose,Professor Stephen Glaister,Professor Tony Ridley,Visiting and honorary staff,Department of Civil and Environmental Engineering,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Contact,Location,Summary,Journals,Conference,Links,,Personal tools,,,Namespaces,,,Variants,,,Views,,,More,,,Search,,,Navigation,,,Contribute,,,Tools,,,Print/export,,,Languages,",No data,"Peter Tromans,Haig Gulvanessian,Gaby Khoury,Alan Powderham",No data,", http://www.imperial.ac.uk/civil-engineering/people/emeritus-honorary-and-visiting-staff/, http://www.imperial.ac.uk/people/s.sarma, https://en.wikipedia.org/wiki/Sarada_K._Sarma"
"A-Z People,Contact & Links","Imperial,Alert,Main Navigation,Department of Surgery and Cancer,About us,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr David J Pinato,Dr Anna Pinto,Dr Michael W Platt MA MB BS FRCA,Dr Jennifer F Ploski,Miss Karen Pontifex,Miss Anna Louise Pouncey BM BCh,BA (Hons.), MRCS (Eng.),Professor Janet T Powell,Miss Sue Powell,Dr Danielle A Power,Dr Philip Pratt,Ms Jessica L Prestt,Professor Patricia M Price,Dr Matthew S Prime,Mr Denys Prociuk,Miss Pantelitsa Protopapa,Dr Ares Protopapas MSc. (DIC) FRCS (Glasg),Mr Philip H L Pucher,Miss Aiysha M C Puri,Mr Sanjay Purkayastha BSc(Hons),MBBS(Hons),MD,FRCS,Professor Sudipta Purkayastha,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/department-surgery-cancer/about-us/a-z-people/?instanceid=%2fsurgerycancer%2fabout%2fpeople&pplist-action=people.html&page=48"
"A-Z people,Contact & Links","Imperial,Alert,Main Navigation,School of Public Health,About us,@ImperialSPH,Section Information,Useful Links,College Information","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Edward J Maile,Dr Arti Maini,Professor Azeem Majeed,Dr Stella C Major,Mr Vijay Makhan,Dr Ville-Petteri Makinen,Mr Diego F Malacarne,Ms Maya Malarski,Mr Tajumal Malik,Dr Francesca R Mancini,Mr Piero Manfredi,Dr Tara D Mangal,Dr Giulia Mangiameli,Mr Mattia Manica,Dr Jan Maniera,Dr Alessandro Marcon,Dr Emma L Marczylo,Dr Timothy Marczylo,Dr Milla Marinova,Dr Georgios Markozannes,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/school-public-health/about-us/a-z-people/?instanceid=%2fmedicine%2fpublichealth%2faboutus%2fazpeople&pplist-action=people.html&page=42"
"A-Z people,Contact & Links,Anju Verma,,,@,,,,Anju Verma,,,,@,,,@,@,Trisha Greenhalgh,#CovidIsAirborne,@,John Burn-Murdoch,@,Dr Julia Grace Patterson,@,Dr Julia Grace Patterson,@,Dr Julia Grace Patterson,@,Chris Hladczuk,@,Dr Julia Grace Patterson,@,Anju Verma,@,Trisha Greenhalgh,#CovidIsAirborne,@,Dr Julia Grace Patterson,@,Trisha Greenhalgh,#CovidIsAirborne,@,Dr Samantha Batt-Rawden,@,Dr Samantha Batt-Rawden,@,Freddie,@,Peter Stefanovic,@,Rachel Clarke,@,David Schneider,@,Martin Marshall,@,Prof. Azeem Majeed,@,Prof. Azeem Majeed,@,Neena Jha,@,David Schneider,@,,","Imperial,Alert,Main Navigation,School of Public Health,About us,@ImperialSPH,Section Information,Useful Links,College Information,,,@,dr_anjuverma,,,Tweets,You blocked,@,dr_anjuverma,Loading seems to be taking a while.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Dr Mays Raheem,Mrs Baldeesh Rai,Dr Tanvi Rai,Dr Kenneth Raj,Dr Husein R H Rajabali,Mr Shivanchan Rajmohan,Dr Bina Ram,Dr Varsha Ramakrishnan,Dr Adaikalavan Ramasamy,Dr Farzan A Ramzan,Dr Olivia Rann,Dr Bhargavi Rao,Professor Mala Rao,Miss Helena L Rapp Wright,Dr Dara S Rasasingam,Dr Davide Rasella,Dr Arash Rashidian,Dr Kristine Rasmussen,Dr Farhat Rasul,Mr David Rawaf,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Saved searches,Anju Verma followed,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/people/anju.verma, http://www.imperial.ac.uk/school-public-health/about-us/a-z-people/?instanceid=%2fmedicine%2fpublichealth%2faboutus%2fazpeople&pplist-action=people.html&page=56, https://twitter.com/dr_anjuverma?lang=en"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=151"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/medicine/research-and-impact/facilities/genomics-facility/people/, http://www.imperial.ac.uk/people/k.sannareddy/research.html, http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=163, http://www.imperial.ac.uk/people/k.sannareddy"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=191"
",Dr Umang Shah,","Summary,Publications","Contact,Location,Summary,Journals,Links",No data,No data,No data,", http://www.imperial.ac.uk/chemical-engineering/people/support/, http://www.imperial.ac.uk/people/u.shah09"
",Professor Anil Anthony Bharath,,Academic staff and research fellows,Contact & Links","Summary,Selected Publications,Imperial,Alert,Main Navigation,Department of Bioengineering,Academic Staff,People,Section Information,Useful Links,College Information,Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author","Contact,Location,Summary,Journal Articles,Affiliations,Links,Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Academic staff,Research fellows,Academic teaching staff,Honorary staff,Entrepreneurs -in- residence,Department of Bioengineering,Get in touch,Join the Department,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Cited by,View all,Co-authors",No data,No data,No data,", http://www.imperial.ac.uk/people/a.bharath, http://www.imperial.ac.uk/bioengineering/people/academic-staff-and-research-fellows/, https://scholar.google.com/citations?user=3TeLlQsAAAAJ&hl=en"
"Object Moved,,DR PALLAB SETH,","Summary,Publications","Contact,Location,Summary,Journals,Links",No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=167, http://www.imperial.ac.uk/people/p.seth"
Object Moved,No data,No data,No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=126"
"Object Moved,,,Moved Permanently","Publications,Citations per year,Duplicate citations,Merged citations,Add co-authors,Co-authors,Upload PDF,Follow this author","Contact,Location,Summary,Journals,Affiliations,Links,Cited by,View all",No data,No data,No data,", http://www.imperial.ac.uk/department-of-medicine/people-a-z/?instanceid=%2fmedicine%2fdepartment-of-medicine%2fkey-individuals%2f&pplist-action=people.html&page=11, http://www.imperial.ac.uk/people/santosh.atanur, https://scholar.google.co.in/citations?user=2jbTmKsAAAAJ&hl=en, http://www.research.ed.ac.uk/portal/en/persons/santosh-atanur(a87034a1-335e-40db-9564-2bae13540a8a).html"
"A-Z people,Contact & Links,Dr Shivani Tanna,,,@,,,,Dr Shivani Tanna,,,,@,,,@,@,Prof. Azeem Majeed,@,Dr Nikki Curtis,@,Sonia Kumar,@,Dr Shivani Tanna,@,Sonia Kumar,@,Imperial College,@,Charlotte Jakab-Hall,@,Lawrence Hurley,@,Dr Shivani Tanna,@,Dr Shivani Tanna,@,Jenna Mollaney,@,Tariq Jenner,JOIN A UNION,@,Dr Shivani Tanna,@,Matt Inada-Kim,@,Department of Health and Social Care,@,Laura Abel,@,UoL School of Medicine,@,Dr Shivani Tanna,@,Dr Shivani Tanna,@,Prof. Azeem Majeed,@,Dr Nikita Kanani,@,Dr Shivani Tanna,@,,","Imperial,Alert,Main Navigation,School of Public Health,About us,@ImperialSPH,Section Information,Useful Links,College Information,,,@,shivanitanna,,,Tweets,You blocked,@,shivanitanna,Loading seems to be taking a while.,Tweet with a location,Not on Twitter? Sign up, tune into the things you care about, and get updates as they happen.","Coronavirus (COVID-19) updates: Safety information for academic year 2020-21,Section Navigation,Mrs Jessica Petrillo,Dr Jonathan V T Pham,Dr Anna E Phillips,Miss Rachel Phillips,Dr Michael R EH Pickles,Dr Fred Piel,Ms Maria M Piggin,Dr Demetris Pillas,Professor Caroline Pilot,Dr Richard J Pinder FFPH FRCP,Dr Rui J Pinto,Dr Monica Pirani,Dr Elizabeth Pisani,Ms Opal Pitaksakulrat,Mr Stephen R Platt,Dr Michelle Plusquin,Dr Silvia Polidoro,Dr Richard Pollok,Dr Eduardo Pombo Seleiro,Dr Margarita Pons Salort,Imperial College London,Key links,Follow,Information for,Top links,Students,Staff,Imperial partners,A-Z,Address,Follow Imperial,Site Information,Saved searches,Dr Shivani Tanna followed,Want to take advantage of all the new Twitter features?,You may also like,false,Choose a trend location,Go to a person's profile,Saved searches,Promote this Tweet,Block,Your lists,Create a new list,Copy link to Tweet,Embed this Tweet,Embed this Video,Preview,Why you're seeing this ad,Log in to Twitter,Sign up for Twitter,Two-way (sending and receiving) short codes:,Confirmation,,,Welcome home!,,Tweets not working for you?,,Say a lot with a little,,Spread the word,,Join the conversation,,Learn the latest,,Get more of what you love,,Find what's happening,,Never miss a Moment","Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location,Personal details,Affiliations,Location",No data,No data,", http://www.imperial.ac.uk/school-public-health/about-us/a-z-people/?instanceid=%2fmedicine%2fpublichealth%2faboutus%2fazpeople&pplist-action=people.html&page=54, https://twitter.com/shivanitanna?lang=en"
